Index;Season;Episode;Episode_name;Character_name;Type_Dialogue;Dialogue
1020;1;5;Flightless Fish;Nijika Ijichi;Talk;Can't have a repeat... You mean we...
1021;1;5;Flightless Fish;Seika Ijichi;Talk;Just stick with it as a hobby or something. You got more to say?
1022;1;5;Flightless Fish;Nijika Ijichi;Talk;You can't even sleep without stuffed animals to cuddle!
1023;1;5;Flightless Fish;Ikuyo Kita;Talk;Ijichi-senpai!
1024;1;5;Flightless Fish;Seika Ijichi;Talk;That was a weird parting shot.
1025;1;5;Flightless Fish;Ryo Yamada;Talk;Would the stuffed animals in question be this beat-up panda and rabbit?
1026;1;5;Flightless Fish;PA-san;Talk;That's cute.
1027;1;5;Flightless Fish;Seika Ijichi;Talk;Delete that image! Immediately!
1028;1;5;Flightless Fish;Ikuyo Kita;Talk;What are you doing? We have to go after her! Don't act like it's too much trouble! You too, Gotoh-san! Let's go!
1029;1;5;Flightless Fish;Hitori Gotou;Talk;R-Right!
1030;1;5;Flightless Fish;Seika Ijichi;Talk;Wait, Bocchi-chan.
1031;1;5;Flightless Fish;Hitori Gotou;Talk;Y-Yes?
1032;1;5;Flightless Fish;Hitori Gotou;Inner Voice;Y-Yes? What, what, what? What, what, what?!
1033;1;5;Flightless Fish;Ryo Yamada;Talk;It's so obvious when you're sulking.
1034;1;5;Flightless Fish;Nijika Ijichi;Talk;Shut up.
1035;1;5;Flightless Fish;Ikuyo Kita;Talk;Senpai, are you all right?
1036;1;5;Flightless Fish;Nijika Ijichi;Talk;Sorry to rush out like that. She didn't have to be such a jerk about it, you know?
1037;1;5;Flightless Fish;Hitori Gotou;Talk;E-Excuse me!
1038;1;5;Flightless Fish;Nijika Ijichi;Talk;Bocchi-chan?
1039;1;5;Flightless Fish;Hitori Gotou;Talk;E-Excuse me... M-Manager... said... She said...
1040;1;5;Flightless Fish;Nijika Ijichi;Talk;Bocchi-chan, breathe first!
1041;1;5;Flightless Fish;Nijika Ijichi;Talk;Here, Bocchi-chan!
1042;1;5;Flightless Fish;Hitori Gotou;Talk;Th-Thank you.
1043;1;5;Flightless Fish;Nijika Ijichi;Talk;Feel better?
1044;1;5;Flightless Fish;Hitori Gotou;Talk;Y-Yes. Um... The manager told me...
1045;1;5;Flightless Fish;Seika Ijichi;Talk;Tell Nijika. If she wants to perform, she needs to audition. I'll watch the performances next Saturday and decide... What? What are you doing?
1046;1;5;Flightless Fish;Hitori Gotou;Talk;I-I'm desperately attempting to show obedience!
1047;1;5;Flightless Fish;Seika Ijichi;Talk;You should probably go after them before you lose them.
1048;1;5;Flightless Fish;Hitori Gotou;Talk;W-Woof!
1049;1;5;Flightless Fish;Ryo Yamada;Talk;When a dog rolls over to show its belly, some believe that's not a show of submission, but a show of aggression.
1050;1;5;Flightless Fish;Ikuyo Kita;Talk;Ryo-senpai knows so much! But wait a minute... Does that mean...
1051;1;5;Flightless Fish;Nijika Ijichi;Talk;An audition?!
1052;1;5;Flightless Fish;Ikuyo Kita;Talk;Yeah! And if we pass, she'll let us perform?
1053;1;5;Flightless Fish;Hitori Gotou;Talk;Y-Yes.
1054;1;5;Flightless Fish;Nijika Ijichi;Talk;Well, why didn't she just say so to begin with? That sister of mine is so mean!
1055;1;5;Flightless Fish;Ikuyo Kita;Talk;But that means we just have to work hard! Isn't that nice?
1056;1;5;Flightless Fish;Nijika Ijichi;Talk;Yeah, that's right.
1057;1;5;Flightless Fish;Ryo Yamada;Talk;You've got that "those two are the biggest problem" look on your face.
1058;1;5;Flightless Fish;Nijika Ijichi;Talk;Erk!
1059;1;5;Flightless Fish;Ryo Yamada;Talk;We'll record your parts in advance, so just practice miming along!
1060;1;5;Flightless Fish;Ikuyo Kita;Talk;Right!
1061;1;5;Flightless Fish;Hitori Gotou;Talk;Right!
1062;1;5;Flightless Fish;Nijika Ijichi;Talk;No! No air guitars!
1063;1;5;Flightless Fish;Ryo Yamada;Talk;We've only got a week. Don't push them so hard.
1064;1;5;Flightless Fish;Nijika Ijichi;Talk;Even if they suck, the passion will come through if they try!
1065;1;5;Flightless Fish;Ikuyo Kita;Inner Voice;We suck?
1066;1;5;Flightless Fish;Hitori Gotou;Inner Voice;We suck?
1067;1;5;Flightless Fish;Nijika Ijichi;Talk;Oh, sorry! You're really both way better than you were. Right, Ryo? C'mon, back me up here! B-Bocchi-chan? Please don't turn into a pipe shut-in!
1068;1;5;Flightless Fish;Hitori Gotou;Talk;S-Sorry for my momentary arrogance over my success in writing lyrics.
1069;1;5;Flightless Fish;Nijika Ijichi;Talk;Ah, it's The Sound of Bocchi!
1070;1;5;Flightless Fish;Hitori Gotou;Talk;Those with uncontrollable arrogance deserve a life inside a dark, dank pipe.
1071;1;5;Flightless Fish;Ikuyo Kita;Inner Voice;Huh? They think she isn't good? Gotoh-san? At least when I heard her at school before, even I could tell as a novice that she's really good. Was that just dumb luck before?
1072;1;5;Flightless Fish;Nijika Ijichi;Talk;C'mon, come out now! Please just come out!
1073;1;5;Flightless Fish;Hitori Gotou;Talk;If I could remove myself from your memory, I would...
1074;1;5;Flightless Fish;Nijika Ijichi;Talk;So long as the rhythm section's strong, it'll probably work out.
1075;1;5;Flightless Fish;Hitori Gotou;Talk;Y-You think?
1076;1;5;Flightless Fish;Nijika Ijichi;Talk;Yeah! I don't think they need to see us all playing on Ryo's level.
1077;1;5;Flightless Fish;Hitori Gotou;Talk;Th-Then what do they need to see?
1078;1;5;Flightless Fish;Nijika Ijichi;Talk;Hmm... enthusiasm? Growth as a band?
1079;1;5;Flightless Fish;Hitori Gotou;Talk;Growth?
1080;1;5;Flightless Fish;Ikuyo Kita;Talk;Gotoh-san, thank you. For practicing with me.
1081;1;5;Flightless Fish;Hitori Gotou;Talk;I-It's nothing...
1082;1;5;Flightless Fish;Ikuyo Kita;Talk;But shouldn't we practice in a classroom instead of this dreary place?
1083;1;5;Flightless Fish;Hitori Gotou;Talk;Oh, w-well, actually...
1084;1;5;Flightless Fish;Hitori Gotou;Inner Voice;Oh, w-well, actually... How am I supposed to practice with all those judging eyes asking, What's a cool girl like Kita doing with that loser?!"
1085;1;5;Flightless Fish;Ikuyo Kita;Talk;Oh, I get it! You don't want to bother people by playing in a classroom! You're so considerate, Gotoh-san!
1086;1;5;Flightless Fish;Hitori Gotou;Inner Voice;She always assumes my motivations are pure! What a nice person!
1087;1;5;Flightless Fish;Ikuyo Kita;Talk;Hey, Gotoh-san... I've been thinking about it. I think we just need to show that we've grown as a band— in other words, how hard we've been working.
1088;1;5;Flightless Fish;Hitori Gotou;Talk;R-Right.
1089;1;5;Flightless Fish;Ikuyo Kita;Talk;When the time comes, I want to be able to say I gave it my all, and that I don't have any regrets. So please stick with me until the day of the audition!
1090;1;5;Flightless Fish;Hitori Gotou;Talk;P-Please don't bow! I-I'm the one who's h-happy to be here!
1091;1;5;Flightless Fish;Nijika Ijichi;Talk;What's with the hair? What are we doing?
1092;1;5;Flightless Fish;Hitori Gotou;Talk;V-Visually showing our growth as a band"... Apparently.
1093;1;5;Flightless Fish;Nijika Ijichi;Talk;More of Ryo's mischief?
1094;1;5;Flightless Fish;Ryo Yamada;Talk;Drinking, smoking, dalliances with women, and the mop-top hairstyle... It all equals "band."
1095;1;5;Flightless Fish;Nijika Ijichi;Talk;You're laying it on a little thick! And no smoking or drinking until you're twenty!
1096;1;5;Flightless Fish;Ikuyo Kita;Talk;Everyone say, "mop-top"!
1097;1;5;Flightless Fish;Ryo Yamada;Talk;Nijika.
1098;1;5;Flightless Fish;Nijika Ijichi;Talk;Gotten it out of your system?
1099;1;5;Flightless Fish;Ryo Yamada;Talk;We've got an opening for uneven bangs that hide one eye and a perpetually annoyed expression."
1100;1;5;Flightless Fish;Nijika Ijichi;Talk;I'll pass, thanks.
1101;1;5;Flightless Fish;Hitori Gotou;Talk;U-Um... I c-can't have dalliances with women. I d-don't think any women would want to dally with me...
1102;1;5;Flightless Fish;Ryo Yamada;Talk;Don't worry. Stand in front of VillePan in Shimo-Kitazawa, wearing your guitar and looking listless, and someone'll come up to you sooner or later.
1103;1;5;Flightless Fish;Nijika Ijichi;Talk;Cut it out! Stop misinforming her with your subjective experience! Let's do it right!
1104;1;5;Flightless Fish;Ryo Yamada;Talk;But growth isn't always visible. And the criteria is quite vague.
1105;1;5;Flightless Fish;Nijika Ijichi;Talk;No, it's very clear! We just need to convince Sis to take us on! Practice is the only way! Now, get changed! You too, Kita-chan!
1106;1;5;Flightless Fish;Ikuyo Kita;Talk;R-Right!
1107;1;5;Flightless Fish;Hitori Gotou;Inner Voice;I think I get what Ryo-san's saying, though. It's hard to know exactly what "growth" means. I don't think it's quite the same as effort put in. My life as of late has been a whirlwind. I started working. I've gained the ability to occasionally look others in the eye. But I don't think that's the same thing as growing as a band. I've just evolved past the water flea or euglena stage and now stand at the starting line of basic humanity. I thought finally starting the band I dreamed about would be growth in itself, but... I...
1108;1;5;Flightless Fish;Ikuyo Kita;Talk;Ow!
1109;1;5;Flightless Fish;Ryo Yamada;Talk;Your finger's looking better.
1110;1;5;Flightless Fish;Nijika Ijichi;Talk;Okay, let's call it a day.
1111;1;5;Flightless Fish;Ikuyo Kita;Talk;Already?
1112;1;5;Flightless Fish;Nijika Ijichi;Talk;Yeah. Get a good night's rest for the audition tomorrow.
1113;1;5;Flightless Fish;Ryo Yamada;Talk;See you.
1114;1;5;Flightless Fish;Ikuyo Kita;Talk;Great work, all!
1115;1;5;Flightless Fish;Nijika Ijichi;Talk;Bocchi-chan! Sorry, sorry! Didn't mean to startle you.
1116;1;5;Flightless Fish;Hitori Gotou;Talk;I-It's okay.
1117;1;5;Flightless Fish;Nijika Ijichi;Talk;Cola, right?
1118;1;5;Flightless Fish;Hitori Gotou;Talk;Wh-Wh-What? Yes?
1119;1;5;Flightless Fish;Nijika Ijichi;Talk;Here!
1120;1;5;Flightless Fish;Hitori Gotou;Talk;Th-Thank you.
1121;1;5;Flightless Fish;Nijika Ijichi;Talk;Sorry if I forced you to go along with this. I mean, you kind of just got roped into joining Kessoku Band from the start, right? I remember you saying... you'd been wanting to be part of a band, but I never actually asked you what kind of band you wanted to be in, or what your reasons were for playing in this band now.
1122;1;5;Flightless Fish;Hitori Gotou;Talk;Oh, well...
1123;1;5;Flightless Fish;Hitori Gotou;Inner Voice;Oh, well... Should I tell her I started because I wanted people going crazy for me?
1124;1;5;Flightless Fish;Nijika Ijichi;Talk;Everyone's got their own reasons, right? It's not like performing live is the only way to go now. You can always post videos and stuff nowadays if what you want is to get your sound out there.
1125;1;5;Flightless Fish;Hitori Gotou;Inner Voice;It's true. I like uploading as guitarhero too, and I have to admit that the online world suits me well...
1126;1;5;Flightless Fish;Nijika Ijichi;Talk;See... I've got this kind of goal. A dream, really. So I can get a little fired up without realizing it. So... I worry I might have dragged you into this against your will.
1127;1;5;Flightless Fish;Hitori Gotou;Talk;N-N-Not at all! It's n-n-not against my will at all!
1128;1;5;Flightless Fish;Nijika Ijichi;Talk;Really? That's good.
1129;1;5;Flightless Fish;Hitori Gotou;Talk;The reason you wanted a band... It's to get famous and perform at the Budokan, right?
1130;1;5;Flightless Fish;Nijika Ijichi;Talk;My real dream is actually a little past that. But I can't tell you just yet! Anyway, see you tomorrow!
1131;1;5;Flightless Fish;Nijika Ijichi;Talk;We're Kessoku Band. We're going to play our song, Guitar, Solitude, and the Blue Planet!
1132;1;5;Flightless Fish;Hitori Gotou;Inner Voice;I spent all night thinking about my reason for playing in this band now. I do still want to become popular and have everyone go crazy for me... But now... it's not just for me. It's the four of us! I never figured out what it means to have "growth." But right now, what I want is to stay with this band and have people go crazy for us! I want to make Nijika-chan's actual dream come true.
1133;1;5;Flightless Fish;Nijika Ijichi;Talk;Thank you for having us!
1134;1;5;Flightless Fish;Ikuyo Kita;Talk;Thank you for having us!
1135;1;5;Flightless Fish;Ryo Yamada;Talk;Thank you for having us!
1136;1;5;Flightless Fish;Hitori Gotou;Talk;Thank you for having us!
1137;1;5;Flightless Fish;Seika Ijichi;Talk;Pretty good. Or so I'd like to say, but... Drums, you're too tense. Guitars, you're both looking down too much. Bass, you're too holed up in your own little world. Still... I think I know what kind of band you are now.
1138;1;5;Flightless Fish;Nijika Ijichi;Talk;Thank you... for the feedback.
1139;1;5;Flightless Fish;Seika Ijichi;Talk;Huh? What's with that reaction?
1140;1;5;Flightless Fish;Nijika Ijichi;Talk;W-Well... I mean...
1141;1;5;Flightless Fish;Seika Ijichi;Talk;I'm saying, I learned what kind of band you are! This is the part where you cheer.
1142;1;5;Flightless Fish;PA-san;Talk;I think she's saying you passed.
1143;1;5;Flightless Fish;Seika Ijichi;Talk;That's what I said! You passed!
1144;1;5;Flightless Fish;Nijika Ijichi;Talk;Sis, you're so misleading!
1145;1;5;Flightless Fish;Hitori Gotou;Inner Voice;Y-You mean... we did it?
1146;1;5;Flightless Fish;Ikuyo Kita;Talk;We did it! She says we passed!
1147;1;5;Flightless Fish;Hitori Gotou;Talk;Yes!
1148;1;5;Flightless Fish;Ikuyo Kita;Talk;We really did it?
1149;1;5;Flightless Fish;Hitori Gotou;Talk;Yes!
1150;1;5;Flightless Fish;Nijika Ijichi;Talk;Ryo, did you catch it?
1151;1;5;Flightless Fish;Ikuyo Kita;Talk;Gotoh-san, we did it!
1152;1;5;Flightless Fish;Hitori Gotou;Talk;Y-Yes!
1153;1;5;Flightless Fish;Nijika Ijichi;Talk;It hasn't been long, but Bocchi-chan's playing is so different.
1154;1;5;Flightless Fish;Ikuyo Kita;Talk;Gotoh-san!
1155;1;5;Flightless Fish;Hitori Gotou;Talk;Yes!
1156;1;5;Flightless Fish;Ikuyo Kita;Talk;You were really incredible there, Gotoh-san.
1157;1;5;Flightless Fish;Hitori Gotou;Talk;E-Excuse me, Kita-san!
1158;1;5;Flightless Fish;Ikuyo Kita;Talk;Gotoh-san? Gotoh-san?!
1159;1;5;Flightless Fish;Ryo Yamada;Talk;Did we just imagine that performance?
1160;1;5;Flightless Fish;Nijika Ijichi;Talk;Did we just imagine that performance?
1161;1;5;Flightless Fish;Ikuyo Kita;Talk;Need a glass of water?
1162;1;5;Flightless Fish;Hitori Gotou;Talk;S-Sorry. Too many new things at once put my stomach acid into overdrive...
1163;1;5;Flightless Fish;Nijika Ijichi;Talk;Hey, you're okay! Of course your stomach's freaked out a little!
1164;1;5;Flightless Fish;Ikuyo Kita;Talk;I can't believe we passed!
1165;1;5;Flightless Fish;Ryo Yamada;Talk;I knew it from the start. I've even thought up our next song.
1166;1;5;Flightless Fish;Ikuyo Kita;Talk;Awesome! That's my senpai!
1167;1;5;Flightless Fish;Nijika Ijichi;Talk;Well, easy to say after it's done.
1168;1;5;Flightless Fish;Ikuyo Kita;Talk;Let's all take a picture!
1169;1;5;Flightless Fish;Hitori Gotou;Talk;C-Can't I clean the floor first?
1170;1;5;Flightless Fish;Seika Ijichi;Inner Voice;She really is good. But she's so inexperienced playing with a team that her lack of self-confidence holds her back. She could grow even more.
1171;1;5;Flightless Fish;Hitori Gotou;Inner Voice;Huh? Has the manager been making eye contact with me?
1172;1;5;Flightless Fish;Seika Ijichi;Inner Voice;To give her confidence, she needs to know someone out there acknowledges her talent.
1173;1;5;Flightless Fish;Hitori Gotou;Inner Voice;She's looking at me! Is she mad?! Because I let victory make me arrogant?
1174;1;5;Flightless Fish;Seika Ijichi;Talk;Hey, kid. I see you, okay?
1175;1;5;Flightless Fish;Hitori Gotou;Inner Voice;She's watching me!
1176;1;5;Flightless Fish;Ikuyo Kita;Talk;Hey, Gotoh-san! Let's take our picture!
1177;1;5;Flightless Fish;Hitori Gotou;Inner Voice;It's over.
1178;1;5;Flightless Fish;PA-san;Talk;Manager. Admit it. You liked them from the start. C'mon, you've been keeping a window open in the concert schedule for them. Why tease them like that?
1179;1;5;Flightless Fish;Seika Ijichi;Talk;I wasn't teasing. I just didn't want to put them on until they were ready. But while they're still rough around the edges, I think they've got something. As her sister, I need to be hard on her to make sure her band grows.
1180;1;5;Flightless Fish;PA-san;Talk;Is this what they call a sister complex?
1181;1;5;Flightless Fish;Seika Ijichi;Talk;One more word about that, and you're fired.
1182;1;5;Flightless Fish;PA-san;Talk;Right.
1183;1;5;Flightless Fish;Nijika Ijichi;Talk;Okay! Let's work even harder to level up our band in the lead-up to the concert!
1184;1;5;Flightless Fish;Ryo Yamada;Talk;Right!
1185;1;5;Flightless Fish;Hitori Gotou;Talk;Right!
1186;1;5;Flightless Fish;Ikuyo Kita;Talk;Right!
1187;1;5;Flightless Fish;Ryo Yamada;Talk;Bocchi, I'm looking forward to the new lyrics.
1188;1;5;Flightless Fish;Hitori Gotou;Talk;R-Right!
1189;1;5;Flightless Fish;Ikuyo Kita;Talk;Isn't this getting exciting, Gotoh-san?!
1190;1;5;Flightless Fish;Hitori Gotou;Talk;Y-Yes!
1191;1;5;Flightless Fish;Hitori Gotou;Inner Voice;Y-Yes! Th-That's right! It's not over at all! In fact, Kessoku Band's journey is just getting started!
1192;1;5;Flightless Fish;Nijika Ijichi;Talk;Now, since the ticket quota is twenty at 1,500 yen each, that means we each sell five!
1193;1;5;Flightless Fish;Hitori Gotou;Inner Voice;Five-ticket quota... Five-ticket quota?!
1194;1;5;Flightless Fish;Ikuyo Kita;Talk;Five tickets, right? Got it!
